input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
8d69b01834c5b099,NQ093,NQ,Quests and Newlands - Beyond Skyrim Bruma,Beyond Skyrim - Bruma SE - Seasons of Bruma,Seasons of Bruma.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Beyond Skyrim - Bruma SE - Seasons of Bruma\Seasons of Bruma.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,TREE:51,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",Direct signal candidate enumeration: 51,REJECTED
8d69b01834c5b099,NQ093,NQ,Quests and Newlands - Beyond Skyrim Bruma,Beyond Skyrim - Bruma SE - Seasons of Bruma,Seasons of Bruma.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Beyond Skyrim - Bruma SE - Seasons of Bruma\Seasons of Bruma.esp,8d69b01834c5b099|000800:Seasons of Bruma.esp,SIGNAL,read,TREE,000800:Seasons of Bruma.esp,CYRRedAppleTreeSPR,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,REJECTED
8d69b01834c5b099,NQ093,NQ,Quests and Newlands - Beyond Skyrim Bruma,Beyond Skyrim - Bruma SE - Seasons of Bruma,Seasons of Bruma.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Beyond Skyrim - Bruma SE - Seasons of Bruma\Seasons of Bruma.esp,8d69b01834c5b099|000801:Seasons of Bruma.esp,SIGNAL,read,TREE,000801:Seasons of Bruma.esp,CYRRedAppleTreeSUM,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,REJECTED
8d69b01834c5b099,NQ093,NQ,Quests and Newlands - Beyond Skyrim Bruma,Beyond Skyrim - Bruma SE - Seasons of Bruma,Seasons of Bruma.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Beyond Skyrim - Bruma SE - Seasons of Bruma\Seasons of Bruma.esp,8d69b01834c5b099|000802:Seasons of Bruma.esp,SIGNAL,read,TREE,000802:Seasons of Bruma.esp,CYRRedAppleTreeAUT,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,REJECTED
8d69b01834c5b099,NQ093,NQ,Quests and Newlands - Beyond Skyrim Bruma,Beyond Skyrim - Bruma SE - Seasons of Bruma,Seasons of Bruma.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Beyond Skyrim - Bruma SE - Seasons of Bruma\Seasons of Bruma.esp,8d69b01834c5b099|000803:Seasons of Bruma.esp,SIGNAL,read,TREE,000803:Seasons of Bruma.esp,CYRRedAppleTreeWIN,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,REJECTED
8d69b01834c5b099,NQ093,NQ,Quests and Newlands - Beyond Skyrim Bruma,Beyond Skyrim - Bruma SE - Seasons of Bruma,Seasons of Bruma.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Beyond Skyrim - Bruma SE - Seasons of Bruma\Seasons of Bruma.esp,8d69b01834c5b099|000804:Seasons of Bruma.esp,SIGNAL,read,TREE,000804:Seasons of Bruma.esp,CYRTreeMaple01AUT,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,REJECTED
8d69b01834c5b099,NQ093,NQ,Quests and Newlands - Beyond Skyrim Bruma,Beyond Skyrim - Bruma SE - Seasons of Bruma,Seasons of Bruma.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Beyond Skyrim - Bruma SE - Seasons of Bruma\Seasons of Bruma.esp,8d69b01834c5b099|000805:Seasons of Bruma.esp,SIGNAL,read,TREE,000805:Seasons of Bruma.esp,CYRTreeMaple01WIN,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,REJECTED
8d69b01834c5b099,NQ093,NQ,Quests and Newlands - Beyond Skyrim Bruma,Beyond Skyrim - Bruma SE - Seasons of Bruma,Seasons of Bruma.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Beyond Skyrim - Bruma SE - Seasons of Bruma\Seasons of Bruma.esp,8d69b01834c5b099|000806:Seasons of Bruma.esp,SIGNAL,read,TREE,000806:Seasons of Bruma.esp,CYRTreeMaple02AUT,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,REJECTED
8d69b01834c5b099,NQ093,NQ,Quests and Newlands - Beyond Skyrim Bruma,Beyond Skyrim - Bruma SE - Seasons of Bruma,Seasons of Bruma.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Beyond Skyrim - Bruma SE - Seasons of Bruma\Seasons of Bruma.esp,8d69b01834c5b099|000807:Seasons of Bruma.esp,SIGNAL,read,TREE,000807:Seasons of Bruma.esp,CYRTreeMaple02WIN,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,REJECTED
8d69b01834c5b099,NQ093,NQ,Quests and Newlands - Beyond Skyrim Bruma,Beyond Skyrim - Bruma SE - Seasons of Bruma,Seasons of Bruma.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Beyond Skyrim - Bruma SE - Seasons of Bruma\Seasons of Bruma.esp,8d69b01834c5b099|000808:Seasons of Bruma.esp,SIGNAL,read,TREE,000808:Seasons of Bruma.esp,CYRTreeMaple03AUT,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,REJECTED
