input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
346395fa52641b2b,NQ016,NQ,Armors and Weapons - Vanilla,Somewhere in Between - 3BA Clothes Replacer,DH SIB_Clothes.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Somewhere in Between - 3BA Clothes Replacer\DH SIB_Clothes.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:2,,,,UNREVIEWED
fe8ce49a53ecf426,NQ016,NQ,Armors and Weapons - Vanilla,Sons of Skyrim,NW_Sons_of_Skyrim.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Sons of Skyrim\NW_Sons_of_Skyrim.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,AMMO:1|ARMO:130|CONT:10|WEAP:24,,,,UNREVIEWED
0d8cd19134a21310,NQ016,NQ,Armors and Weapons - Vanilla,Sons of Skyrim - HDT Physics for Cloaks Patch,SonS_HDT_patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Sons of Skyrim - HDT Physics for Cloaks Patch\SonS_HDT_patch.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:12,,,,UNREVIEWED
32c5bc1a4783c709,NQ016,NQ,Armors and Weapons - Vanilla,SOS V2.0 - SE by Xtudo - Fixes,NW_Sons_of_Skyrim - My fixes by Xtudo.esp,D:\Wabbajack\modlists\ARR 2.5\mods\SOS V2.0 - SE by Xtudo - Fixes\NW_Sons_of_Skyrim - My fixes by Xtudo.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:100|CONT:2,,,,UNREVIEWED
b89576f63319abd8,NQ016,NQ,Audio - Core,Acoustic Space Improvement Fixes (SkyPatcher),AcousticTemplateFixes.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Acoustic Space Improvement Fixes (SkyPatcher)\AcousticTemplateFixes.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,FACT:1|LCTN:1,,,,UNREVIEWED
db66b5e03bfa5039,NQ016,NQ,Audio - Core,Audio Overhaul for Skyrim (4.1.3),Audio Overhaul Skyrim.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Audio Overhaul for Skyrim (4.1.3)\Audio Overhaul Skyrim.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,FLST:3|KYWD:159,,,,UNREVIEWED
022e4121b7b4c74c,NQ016,NQ,Audio - Core,Immersive Sounds Compendium 3.0,Immersive Sounds - Compendium.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Immersive Sounds Compendium 3.0\Immersive Sounds - Compendium.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:37|MISC:13|WEAP:41,,,,UNREVIEWED
fdd42af4624af724,NQ016,NQ,Audio - Sound Improvements,Blackreach Eerie Ambience,Crimson Nirnroot Sound Replacer.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Blackreach Eerie Ambience\Crimson Nirnroot Sound Replacer.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ACTI:1,,,,UNREVIEWED
c8839459b17d383e,NQ016,NQ,Audio - Sound Improvements,Solstheim Exterior Soundscapes,SES All Maker Stones - SDA Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Solstheim Exterior Soundscapes\SES All Maker Stones - SDA Patch.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ACTI:5,,,,UNREVIEWED
202b8806740e70f2,NQ016,NQ,Audio - Sound Improvements,Solstheim Exterior Soundscapes,Solstheim Exterior Soundscapes - All Maker Stones.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Solstheim Exterior Soundscapes\Solstheim Exterior Soundscapes - All Maker Stones.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ACTI:6,,,,UNREVIEWED
