input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
a1aaefd905d2ab6a,NQ011,NQ,Armor and Weapons - Modded,Obi's Cimmerian 3BA,Obi's Cimmerian.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Obi's Cimmerian 3BA\Obi's Cimmerian.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:6,,,,UNREVIEWED
102ad5bec15a2d1c,NQ011,NQ,Armor and Weapons - Modded,Obi's Hedge Knight Armor SMP,Obi's Hedge Knight Armor.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Obi's Hedge Knight Armor SMP\Obi's Hedge Knight Armor.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:3,,,,UNREVIEWED
50268b3e1a9ebb06,NQ011,NQ,Armor and Weapons - Modded,Obi's Hedge Knight Armor SMP - UBE,Obi's Hedge Knight Armor UBE patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Obi's Hedge Knight Armor SMP - UBE\Obi's Hedge Knight Armor UBE patch.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:2,,,,UNREVIEWED
8b3da1c04d09b003,NQ011,NQ,Armor and Weapons - Modded,Obi's Zamorian Thief - UBE,Obi's Zamorian Thief UBE patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Obi's Zamorian Thief - UBE\Obi's Zamorian Thief UBE patch.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:8,,,,UNREVIEWED
fb331f352a68a248,NQ011,NQ,Armor and Weapons - Modded,Obi's Zamorian Thief 3BA,Obi's Zamorian Thief 3BA.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Obi's Zamorian Thief 3BA\Obi's Zamorian Thief 3BA.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:8,,,,UNREVIEWED
fec657a68ed25fe6,NQ011,NQ,Armor and Weapons - Modded,Publican Outfits for Innkeepers,kco_pub.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Publican Outfits for Innkeepers\kco_pub.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:6,,,,UNREVIEWED
3ef8400b482f4bc3,NQ011,NQ,Armor and Weapons - Modded,RB's Sand Snake Armor and Weapon,RB's Sand Snake CBBE 3BA Bodyslide ESPFE.esp,D:\Wabbajack\modlists\ARR 2.5\mods\RB's Sand Snake Armor and Weapon\RB's Sand Snake CBBE 3BA Bodyslide ESPFE.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:12|WEAP:3,,,,UNREVIEWED
19c3ee28be52c579,NQ011,NQ,Armor and Weapons - Modded,RB's Sand Snake Armor and Weapon - Cleaned Masters,RB's Sand Snake CBBE 3BA Bodyslide ESPFE.esp,D:\Wabbajack\modlists\ARR 2.5\mods\RB's Sand Snake Armor and Weapon - Cleaned Masters\RB's Sand Snake CBBE 3BA Bodyslide ESPFE.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:12,,,,UNREVIEWED
d144c71922f01e2b,NQ011,NQ,Armor and Weapons - Modded,Rogue Nord Armor,Rogue Nord Armor.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Rogue Nord Armor\Rogue Nord Armor.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:5,,,,UNREVIEWED
525304957d9ff15c,NQ011,NQ,Armor and Weapons - Modded,Rogue Stalker - UBE,(SmolSaltLemon) Rogue Stalker UBE patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Rogue Stalker - UBE\(SmolSaltLemon) Rogue Stalker UBE patch.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:12,,,,UNREVIEWED
