input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
3f95c2bbae1e9dda,NQ070,NQ,Essential - Unofficial Patches,USMP Patch Emporium,USMP - Oblivion Icon patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\USMP Patch Emporium\USMP - Oblivion Icon patch.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ACTI:18|FLOR:6,,,,UNREVIEWED
7c66b0b2214d9b9f,NQ070,NQ,Essential - Unofficial Patches,USMP Patch Emporium,USMP - Requiem.esp,D:\Wabbajack\modlists\ARR 2.5\mods\USMP Patch Emporium\USMP - Requiem.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,AMMO:1|ARMO:7|CONT:1|FACT:4|SPEL:5,,,,UNREVIEWED
5f4480e66616b93d,NQ070,NQ,Gameplay - Blood and Gore,DF - Creatures by Xtudo - CC Plague of the Dead,DF - Xtudo Creature Pack - ccbgssse003-zombies.esp,D:\Wabbajack\modlists\ARR 2.5\mods\DF - Creatures by Xtudo - CC Plague of the Dead\DF - Xtudo Creature Pack - ccbgssse003-zombies.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:15|MISC:15,,,,UNREVIEWED
39c762ecdb434138,NQ070,NQ,Gameplay - Blood and Gore,DF - Creatures by Xtudo - Wolves of Skyrim,DF - Xtudo Creature Pack - Wolves of Skyrim.esp,D:\Wabbajack\modlists\ARR 2.5\mods\DF - Creatures by Xtudo - Wolves of Skyrim\DF - Xtudo Creature Pack - Wolves of Skyrim.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,MISC:18,,,,UNREVIEWED
a6b0457d61ede508,NQ070,NQ,Gameplay - Blood and Gore,DF - Official Creature Asset Pack,DF - Official Creature Pack.esp,D:\Wabbajack\modlists\ARR 2.5\mods\DF - Official Creature Asset Pack\DF - Official Creature Pack.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:38|MISC:98,,,,UNREVIEWED
a62d13865f10d1eb,NQ070,NQ,Gameplay - Blood and Gore,DF - Official Humanoid Asset Pack,DF - Official Humanoid Pack.esp,D:\Wabbajack\modlists\ARR 2.5\mods\DF - Official Humanoid Asset Pack\DF - Official Humanoid Pack.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:10|MISC:712|SPEL:1,,,,UNREVIEWED
3a49977115c6fc8c,NQ070,NQ,Gameplay - Blood and Gore,Next-Gen Decapitations,Next-Gen Decapitations.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Next-Gen Decapitations\Next-Gen Decapitations.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:6,,,,UNREVIEWED
a5cc5f9d21e2b138,NQ070,NQ,Gameplay - Combat,Bow Rapid Combo v3 - Complete Balance and Integration Patch,Bow Rapid Combo Balance.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Bow Rapid Combo v3 - Complete Balance and Integration Patch\Bow Rapid Combo Balance.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,PERK:6|SPEL:4,,,,UNREVIEWED
aacf7b87fc2f17d4,NQ070,NQ,Gameplay - Custom Races,Fluffy Half-Khajiit 3,fluffy halfkhajiit.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Fluffy Half-Khajiit 3\fluffy halfkhajiit.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:1,,,,UNREVIEWED
1a6f1382af9a0840,NQ070,NQ,Gameplay - Custom Races,Half-Khajiit-Race (Ohmes-Raht),HalfKhajiit.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Half-Khajiit-Race (Ohmes-Raht)\HalfKhajiit.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:1|FLST:12|SPEL:2,,,,UNREVIEWED
