input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
e1a2635dbf17fe8f,NQ094,NQ,Quests and Newlands - LOTD,Legacy of The Dragonborn - SMIM Chests,lotd_smim.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Legacy of The Dragonborn - SMIM Chests\lotd_smim.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,CONT:3,NO-ROWS,"Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",Direct signal candidate enumeration: 3,REJECTED
e1a2635dbf17fe8f,NQ094,NQ,Quests and Newlands - LOTD,Legacy of The Dragonborn - SMIM Chests,lotd_smim.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Legacy of The Dragonborn - SMIM Chests\lotd_smim.esp,e1a2635dbf17fe8f|1222CC:LegacyoftheDragonborn.esm,SIGNAL,read,CONT,1222CC:LegacyoftheDragonborn.esm,TreasRuinsUrnSmall02WWW,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,REJECTED
e1a2635dbf17fe8f,NQ094,NQ,Quests and Newlands - LOTD,Legacy of The Dragonborn - SMIM Chests,lotd_smim.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Legacy of The Dragonborn - SMIM Chests\lotd_smim.esp,e1a2635dbf17fe8f|123654:LegacyoftheDragonborn.esm,SIGNAL,read,CONT,123654:LegacyoftheDragonborn.esm,DEMODraugrChestSmall03WWW,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,REJECTED
e1a2635dbf17fe8f,NQ094,NQ,Quests and Newlands - LOTD,Legacy of The Dragonborn - SMIM Chests,lotd_smim.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Legacy of The Dragonborn - SMIM Chests\lotd_smim.esp,e1a2635dbf17fe8f|124BA3:LegacyoftheDragonborn.esm,SIGNAL,read,CONT,124BA3:LegacyoftheDragonborn.esm,DEMODraugrChestSmall03WWW2,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,REJECTED
6ea867a4455172e6,NQ094,NQ,Quests and Newlands - LOTD,Legacy of The Dragonborn Perk Menu,LOTD Skill Trees.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Legacy of The Dragonborn Perk Menu\LOTD Skill Trees.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,ACTI:3|BOOK:3|PERK:20,NO-ROWS,"Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",Direct signal candidate enumeration: 26,REJECTED
6ea867a4455172e6,NQ094,NQ,Quests and Newlands - LOTD,Legacy of The Dragonborn Perk Menu,LOTD Skill Trees.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Legacy of The Dragonborn Perk Menu\LOTD Skill Trees.esp,6ea867a4455172e6|20DA52:LegacyoftheDragonborn.esm,SIGNAL,read,ACTI,20DA52:LegacyoftheDragonborn.esm,DBM_PickPerksACT,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,REJECTED
6ea867a4455172e6,NQ094,NQ,Quests and Newlands - LOTD,Legacy of The Dragonborn Perk Menu,LOTD Skill Trees.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Legacy of The Dragonborn Perk Menu\LOTD Skill Trees.esp,6ea867a4455172e6|20DA55:LegacyoftheDragonborn.esm,SIGNAL,read,ACTI,20DA55:LegacyoftheDragonborn.esm,DBM_TorchPerksACT,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,REJECTED
6ea867a4455172e6,NQ094,NQ,Quests and Newlands - LOTD,Legacy of The Dragonborn Perk Menu,LOTD Skill Trees.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Legacy of The Dragonborn Perk Menu\LOTD Skill Trees.esp,6ea867a4455172e6|20DA57:LegacyoftheDragonborn.esm,SIGNAL,read,ACTI,20DA57:LegacyoftheDragonborn.esm,DBM_CRPerksACT,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,REJECTED
6ea867a4455172e6,NQ094,NQ,Quests and Newlands - LOTD,Legacy of The Dragonborn Perk Menu,LOTD Skill Trees.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Legacy of The Dragonborn Perk Menu\LOTD Skill Trees.esp,6ea867a4455172e6|00080B:LOTD Skill Trees.esp,SIGNAL,read,BOOK,00080B:LOTD Skill Trees.esp,zzz_dbm_arcBookAcademia,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,REJECTED
6ea867a4455172e6,NQ094,NQ,Quests and Newlands - LOTD,Legacy of The Dragonborn Perk Menu,LOTD Skill Trees.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Legacy of The Dragonborn Perk Menu\LOTD Skill Trees.esp,6ea867a4455172e6|00080C:LOTD Skill Trees.esp,SIGNAL,read,BOOK,00080C:LOTD Skill Trees.esp,zzz_dbm_arcBookExpedition,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,REJECTED
