input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
b015a08e9155b955,NQ103,NQ,Visuals - Creatures,Sensual Hagraven Reborn,IMG_Hagraven.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Sensual Hagraven Reborn\IMG_Hagraven.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:2|FLST:1,,,,UNREVIEWED
31a9105fbdb9b886,NQ103,NQ,Visuals - Creatures,Skeleton Replacer HD,PraedysSkeletons.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Skeleton Replacer HD\PraedysSkeletons.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:3,,,,UNREVIEWED
d00687350ea9ebb4,NQ103,NQ,Visuals - Dragons,Durnehviir Resurrected,DurnehviirResurrected.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Durnehviir Resurrected\DurnehviirResurrected.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:5,,,,UNREVIEWED
92f8a7573409edc6,NQ103,NQ,Visuals - Flora,Better Blended Mushrooms,blendedshrooms.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Better Blended Mushrooms\blendedshrooms.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,FLOR:24,,,,UNREVIEWED
cc1818ccbb854ec4,NQ103,NQ,Visuals - Flora,High Quality Ivy - BOS,Ivy Replacer BOS.esp,D:\Wabbajack\modlists\ARR 2.5\mods\High Quality Ivy - BOS\Ivy Replacer BOS.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,TREE:87,,,,UNREVIEWED
7d314394ff42dd44,NQ103,NQ,Visuals - Flora,Reimagined Mountain Flowers,flower mod.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Reimagined Mountain Flowers\flower mod.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,TREE:16,,,,UNREVIEWED
7745e80904155ab6,NQ103,NQ,Visuals - Flora,Reimagined Mountain Flowers,Reimagined Mountain Flowers - Seasonal Alchemy.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Reimagined Mountain Flowers\Reimagined Mountain Flowers - Seasonal Alchemy.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,TREE:8,,,,UNREVIEWED
63a1d181891afe9d,NQ103,NQ,Visuals - Food,Kabu's Really Gourd Plant Replacer,KabusGourds.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Kabu's Really Gourd Plant Replacer\KabusGourds.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ALCH:3|MISC:3|TREE:58,,,,UNREVIEWED
464878d10502c4c8,NQ103,NQ,Visuals - Food,Kanjs - AIO Soup and Stew SE,Kanjs - AIO Soup and Stew.esl,D:\Wabbajack\modlists\ARR 2.5\mods\Kanjs - AIO Soup and Stew SE\Kanjs - AIO Soup and Stew.esl,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ALCH:12,,,,UNREVIEWED
8ab745d81e6681c7,NQ103,NQ,Visuals - Food,Stros M'Kai Rum Replacer,StrosMKaiRum.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Stros M'Kai Rum Replacer\StrosMKaiRum.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ALCH:1,,,,UNREVIEWED
