input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
ceabf0bd536b1564,NQ099,NQ,Quests and Newlands - Vigilant,Vigialnt - Karura's Vigilant NPCs Refined,Vigilant NPCs Refined.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Vigialnt - Karura's Vigilant NPCs Refined\Vigilant NPCs Refined.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:2|FLST:1,,,,UNREVIEWED
7a458d634b99bd08,NQ099,NQ,Quests and Newlands - Wyrmstooth,Requiem - Wyrmstooth (Updated),Requiem - Wyrmstooth.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Requiem - Wyrmstooth (Updated)\Requiem - Wyrmstooth.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ALCH:3|ARMO:12|BOOK:14|ENCH:5|INGR:6|MISC:4|SPEL:8|WEAP:9,,,,UNREVIEWED
1cf7c41b39a6259a,NQ099,NQ,Quests and Newlands - Wyrmstooth,Wyrmstooth - NPCs Refined,Karura's Wyrmstooth Refined.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Wyrmstooth - NPCs Refined\Karura's Wyrmstooth Refined.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ARMO:16,,,,UNREVIEWED
5395baaf284de5e7,NQ099,NQ,Quests and Newlands - Wyrmstooth,Wyrmstooth - Skeleton Replacer HD,Wyrmstooth - Skeleton Replacer HD.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Wyrmstooth - Skeleton Replacer HD\Wyrmstooth - Skeleton Replacer HD.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,MISC:10,,,,UNREVIEWED
906e1ec5da209ff6,NQ099,NQ,Seasons of Skyrim Patches,Seasonal Alchemy Add-on,Seasonal Alchemy Add-on.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Seasonal Alchemy Add-on\Seasonal Alchemy Add-on.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ACTI:1|FLOR:44|TREE:7,,,,UNREVIEWED
b74623b2dee0290c,NQ099,NQ,Seasons of Skyrim Patches,Seasonal Landscapes - Unfrozen - patches - rerun,Seasonal Landscapes - Unfrozen - NotWL patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Seasonal Landscapes - Unfrozen - patches - rerun\Seasonal Landscapes - Unfrozen - NotWL patch.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,TREE:49,,,,UNREVIEWED
b56f126df309da31,NQ099,NQ,Seasons of Skyrim Patches,Seasonal Landscapes - Unfrozen - rerun,Seasonal Landscapes - Unfrozen.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Seasonal Landscapes - Unfrozen - rerun\Seasonal Landscapes - Unfrozen.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,CONT:2|TREE:28,,,,UNREVIEWED
7d0f8a8be80e8e3f,NQ099,NQ,Seasons of Skyrim Patches,Seasonal Spiffed Up Tundra Scrubs - Animated,Spiffed Up Tundra Scrubs.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Seasonal Spiffed Up Tundra Scrubs - Animated\Spiffed Up Tundra Scrubs.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,TREE:13,,,,UNREVIEWED
02f5880169d939c1,NQ099,NQ,Seasons of Skyrim Patches,Seasons - Additions - rerun,Seasonal Alchemy Add-On Expanded.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Seasons - Additions - rerun\Seasonal Alchemy Add-On Expanded.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,TREE:13,,,,UNREVIEWED
10f2b6075c6de9a7,NQ099,NQ,Seasons of Skyrim Patches,Seasons - Additions - rerun,Seasonal Landscapes - Winter resources.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Seasons - Additions - rerun\Seasonal Landscapes - Winter resources.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,ACTI:2|TREE:30,,,,UNREVIEWED
