input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
14ea3b7713fb6efc,NQ107,NQ,Visuals - Water,Water for ENB - rerun,Water for ENB - Patch - Simple Inn Bath.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Water for ENB - rerun\Water for ENB - Patch - Simple Inn Bath.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,ACTI:1,NO-ROWS,"Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",Direct signal candidate enumeration: 1,REJECTED
14ea3b7713fb6efc,NQ107,NQ,Visuals - Water,Water for ENB - rerun,Water for ENB - Patch - Simple Inn Bath.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Water for ENB - rerun\Water for ENB - Patch - Simple Inn Bath.esp,14ea3b7713fb6efc|0008B3:InnBath.esp,SIGNAL,read,ACTI,0008B3:InnBath.esp,0BathWaterCustom,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,REJECTED
945d9114d1105fed,NQ107,NQ,Visuals - Water,Water for ENB - rerun,Water for ENB (Shades of Skyrim).esp,D:\Wabbajack\modlists\ARR 2.5\mods\Water for ENB - rerun\Water for ENB (Shades of Skyrim).esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,ACTI:13,NO-ROWS,"Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",Direct signal candidate enumeration: 13,REJECTED
945d9114d1105fed,NQ107,NQ,Visuals - Water,Water for ENB - rerun,Water for ENB (Shades of Skyrim).esp,D:\Wabbajack\modlists\ARR 2.5\mods\Water for ENB - rerun\Water for ENB (Shades of Skyrim).esp,945d9114d1105fed|015428:Skyrim.esm,SIGNAL,read,ACTI,015428:Skyrim.esm,Water1024Creek,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,REJECTED
945d9114d1105fed,NQ107,NQ,Visuals - Water,Water for ENB - rerun,Water for ENB (Shades of Skyrim).esp,D:\Wabbajack\modlists\ARR 2.5\mods\Water for ENB - rerun\Water for ENB (Shades of Skyrim).esp,945d9114d1105fed|0176AB:Skyrim.esm,SIGNAL,read,ACTI,0176AB:Skyrim.esm,TundraStreamBend01WaterA,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,REJECTED
945d9114d1105fed,NQ107,NQ,Visuals - Water,Water for ENB - rerun,Water for ENB (Shades of Skyrim).esp,D:\Wabbajack\modlists\ARR 2.5\mods\Water for ENB - rerun\Water for ENB (Shades of Skyrim).esp,945d9114d1105fed|0176AE:Skyrim.esm,SIGNAL,read,ACTI,0176AE:Skyrim.esm,TundraStreamBend01WaterB,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,REJECTED
945d9114d1105fed,NQ107,NQ,Visuals - Water,Water for ENB - rerun,Water for ENB (Shades of Skyrim).esp,D:\Wabbajack\modlists\ARR 2.5\mods\Water for ENB - rerun\Water for ENB (Shades of Skyrim).esp,945d9114d1105fed|03AC83:Skyrim.esm,SIGNAL,read,ACTI,03AC83:Skyrim.esm,Water1024,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,REJECTED
945d9114d1105fed,NQ107,NQ,Visuals - Water,Water for ENB - rerun,Water for ENB (Shades of Skyrim).esp,D:\Wabbajack\modlists\ARR 2.5\mods\Water for ENB - rerun\Water for ENB (Shades of Skyrim).esp,945d9114d1105fed|084CED:Skyrim.esm,SIGNAL,read,ACTI,084CED:Skyrim.esm,MarkarthWaterSystemStream,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,REJECTED
945d9114d1105fed,NQ107,NQ,Visuals - Water,Water for ENB - rerun,Water for ENB (Shades of Skyrim).esp,D:\Wabbajack\modlists\ARR 2.5\mods\Water for ENB - rerun\Water for ENB (Shades of Skyrim).esp,945d9114d1105fed|09727E:Skyrim.esm,SIGNAL,read,ACTI,09727E:Skyrim.esm,WaterPuddle,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,REJECTED
945d9114d1105fed,NQ107,NQ,Visuals - Water,Water for ENB - rerun,Water for ENB (Shades of Skyrim).esp,D:\Wabbajack\modlists\ARR 2.5\mods\Water for ENB - rerun\Water for ENB (Shades of Skyrim).esp,945d9114d1105fed|0FD0DC:Skyrim.esm,SIGNAL,read,ACTI,0FD0DC:Skyrim.esm,WaterPuddleLiteFog,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,REJECTED
